Material	U	c1	c2	JFP
LiCoO2	0.3061224489795918	0.5	-0.6	7.975073618592094
LiCoO2	0.4081632653061224	0.5	-0.6	6.757282450416764
LiCoO2	0.5102040816326531	0.5	-0.6	5.704743240812764
LiCoO2	0.6122448979591837	0.5	-0.6	5.028428347972412
LiCoO2	0.7142857142857143	0.5	-0.6	4.827609497043556
LiCoO2	0.8163265306122449	0.5	-0.6	5.017410721378615
LiCoO2	0.9183673469387756	0.5	-0.6	5.41554402391349
LiCoO2	1.020408163265306	0.5	-0.6	5.873424919174584
LiCoO2	1.1224489795918369	0.5	-0.6	6.311164378395824
LiCoO2	1.2244897959183674	0.5	-0.6	6.696639383582561
LiCoO2	1.326530612244898	0.5102040816326531	-0.6	7.021421480876144
LiCoO2	1.4285714285714286	0.5612244897959184	-0.6	7.271055191877289
LiCoO2	1.530612244897959	0.6020408163265307	-0.6	7.443953043999222
LiCoO2	1.6326530612244898	0.6428571428571429	-0.6	7.545933914109694
LiCoO2	1.7346938775510203	0.6836734693877551	-0.6	7.582003404586935
LiCoO2	1.836734693877551	0.7142857142857143	-0.6	7.555482551687669
LiCoO2	1.9387755102040816	0.7346938775510204	-0.6	7.469115264716151
LiCoO2	2.0408163265306123	0.7653061224489797	-0.6	7.325004889861863
LiCoO2	2.142857142857143	0.7857142857142857	-0.6	7.124547652173927
LiCoO2	2.2448979591836737	0.8061224489795918	-0.6	6.868646259264447
LiCoO2	2.346938775510204	0.826530612244898	-0.6	6.55748595424002
LiCoO2	2.4489795918367347	0.8469387755102041	-0.6	6.191109740561499
LiCoO2	2.5510204081632653	0.8571428571428572	-0.6	5.768826280566609
LiCoO2	2.653061224489796	0.8775510204081632	-0.6	5.292028202436605
LiCoO2	2.7551020408163267	0.8877551020408163	-0.6	4.7625450747555895
LiCoO2	2.857142857142857	0.8979591836734694	-0.6	4.186541731571904
LiCoO2	2.959183673469388	0.9183673469387756	-0.6	3.572147180217873
LiCoO2	3.0612244897959187	0.9285714285714286	-0.6	2.932090507071345
LiCoO2	3.163265306122449	0.9387755102040816	-0.6	2.285877560774237
LiCoO2	3.26530612244898	0.9489795918367347	-0.6	1.660245871608195
LiCoO2	3.36734693877551	0.9591836734693876	-0.6	1.1018734553589078
LiCoO2	3.4693877551020407	0.9693877551020408	-0.6	0.7266342015219511
LiCoO2	3.571428571428572	0.979591836734694	-0.6	0.738800082129836
LiCoO2	3.673469387755102	0.979591836734694	-0.6	1.0207788284110393
LiCoO2	3.7755102040816326	0.9897959183673468	-0.6	1.3400136273642869
LiCoO2	3.877551020408164	1.0	-0.6	1.6070095329665013
LiCoO2	3.979591836734694	0.9897959183673468	-0.5877551020408163	1.7927635311811465
LiCoO2	4.081632653061225	0.9897959183673468	-0.5877551020408163	1.869430634525389
LiCoO2	4.183673469387755	0.979591836734694	-0.5755102040816327	1.8365160126068172
LiCoO2	4.285714285714286	0.9897959183673468	-0.5755102040816327	1.6909941213190387
LiCoO2	4.387755102040816	0.979591836734694	-0.563265306122449	1.4323991377954262
LiCoO2	4.489795918367348	0.979591836734694	-0.563265306122449	1.0641092387261208
LiCoO2	4.591836734693878	0.9693877551020408	-0.5510204081632653	0.5764635721680412
LiCoO2	4.6938775510204085	0.979591836734694	-0.5510204081632653	0.1092806077346283
LiCoO2	4.795918367346939	0.979591836734694	-0.5510204081632653	0.7023307368566615
LiCoO2	4.8979591836734695	0.9693877551020408	-0.5387755102040817	1.4472496957199197
LiCoO2	5.0	0.9693877551020408	-0.5387755102040817	2.2582520063175133
LiFePO4	0.0	1.0	-0.183673469387755	14.383642183694288
LiFePO4	0.1020408163265306	0.5	0.0	11.72782083991785
LiFePO4	0.2040816326530612	0.5	-0.1959183673469387	13.590193072631513
LiFePO4	0.3061224489795918	0.5	-0.3428571428571428	11.146563486175982
LiFePO4	0.4081632653061224	0.5	-0.6	11.891219312570191
LiFePO4	0.5102040816326531	0.5918367346938775	-0.6	13.91223813855506
LiFePO4	0.6122448979591837	0.5	-0.4163265306122449	13.469184974188613
LiFePO4	0.7142857142857143	0.7551020408163265	-0.6	12.4288273309099
LiFePO4	0.8163265306122449	0.8061224489795918	-0.6	12.750909440036038
LiFePO4	0.9183673469387756	0.8469387755102041	-0.6	14.466632305432922
LiFePO4	1.020408163265306	0.8775510204081632	-0.6	16.56865684861649
LiFePO4	1.1224489795918369	0.9081632653061223	-0.6	18.12083248336994
LiFePO4	1.2244897959183674	0.9285714285714286	-0.6	18.866840106219332
LiFePO4	1.326530612244898	0.9489795918367347	-0.6	19.05429930285603
LiFePO4	1.4285714285714286	0.9693877551020408	-0.6	19.05676103968249
LiFePO4	1.530612244897959	0.979591836734694	-0.6	19.15202577781572
LiFePO4	1.6326530612244898	0.9897959183673468	-0.6	19.470789854016395
LiFePO4	1.7346938775510203	1.0	-0.6	20.02754702114492
LiFePO4	1.836734693877551	1.0	-0.6	20.7721253520392
LiFePO4	1.9387755102040816	1.0	-0.6	21.62917616318897
LiFePO4	2.0408163265306123	1.0	-0.6	22.524405556858355
LiFePO4	2.142857142857143	1.0	-0.6	23.39763382079277
LiFePO4	2.2448979591836737	1.0	-0.6	24.20650083027736
LiFePO4	2.346938775510204	1.0	-0.6	24.92506784726976
LiFePO4	2.4489795918367347	1.0	-0.6	25.54029331722929
LiFePO4	2.5510204081632653	1.0	-0.6	26.048190576092843
LiFePO4	2.653061224489796	1.0	-0.6	26.45053806451792
LiFePO4	2.7551020408163267	1.0	-0.6	26.75241924177738
LiFePO4	2.857142857142857	1.0	-0.6	26.960562651065835
LiFePO4	2.959183673469388	1.0	-0.6	27.08233081848557
LiFePO4	3.0612244897959187	1.0	-0.6	27.125183847173417
LiFePO4	3.163265306122449	1.0	-0.6	27.096463647683954
LiFePO4	3.26530612244898	1.0	-0.6	27.003377036712973
LiFePO4	3.36734693877551	1.0	-0.6	26.85308647735584
LiFePO4	3.4693877551020407	1.0	-0.6	26.65284156224898
LiFePO4	3.571428571428572	1.0	-0.5877551020408163	26.406020282849923
LiFePO4	3.673469387755102	1.0	-0.5877551020408163	26.122233912987056
LiFePO4	3.7755102040816326	1.0	-0.5755102040816327	25.80725553222289
LiFePO4	3.877551020408164	1.0	-0.5755102040816327	25.470671811643385
LiFePO4	3.979591836734694	1.0	-0.563265306122449	25.12031791228568
LiFePO4	4.081632653061225	1.0	-0.563265306122449	24.76299852948861
LiFePO4	4.183673469387755	1.0	-0.563265306122449	24.410406682142103
LiFePO4	4.285714285714286	1.0	-0.5510204081632653	24.063569582090388
LiFePO4	4.387755102040816	1.0	-0.5510204081632653	23.7352968368106
LiFePO4	4.489795918367348	1.0	-0.5387755102040817	23.430465762200782
LiFePO4	4.591836734693878	1.0	-0.5387755102040817	23.1503286302175
LiFePO4	4.6938775510204085	1.0	-0.5387755102040817	22.90443518663955
LiFePO4	4.795918367346939	1.0	-0.5265306122448979	22.696147015416575
LiFePO4	4.8979591836734695	1.0	-0.5265306122448979	22.52192728285508
LiFePO4	5.0	1.0	-0.5265306122448979	22.39053704294929
