Support	U	c1	c2	DFT_x1	DFT_x2	DFT_x3	DFT_x4	DFT_x5	DFT_x6	DFT_x7	DFT_p1	DFT_p2	DFT_p3	DFT+U_x1	DFT+U_x2	DFT+U_x3	DFT+U_x4	DFT+U_x5	DFT+U_x6	DFT+U_x7	DFT+U_p1	DFT+U_p2	DFT+U_p3	SISSO_x1	SISSO_x2	SISSO_x3	SISSO_x4	SISSO_x5	SISSO_x6	SISSO_x7	SISSO_p1	SISSO_p2	SISSO_p3	R	EN	QN	Subshell	Ion_OE	Auxiliary_type	Auxiliary_zval
a-TiO2	1.5	1.1	-0.5	0.18052	0.16199	0.35026	0.16199	0.3281	0	0	1.63806	1.63847	1.638065	0.21278	0.1882	0.46821	0.18819	0.43488	0	0	1.626555	1.62535	1.62656	0.207637227	0.189735008	0.457786957	0.179507641	0.397467875	-9.35036E-07	-1.27976E-06	1.630227164	1.603508839	1.642012843	147	1.54	3	5	0	2	2.7
a-TiO2	2	1.1	-0.5	0.18052	0.16199	0.35026	0.16199	0.3281	0	0	1.63806	1.63847	1.638065	0.20438	0.18066	0.47618	0.18065	0.43947	0	0	1.62199	1.621055	1.621995	0.212133652	0.177938591	0.437135723	0.179103426	0.385540673	-9.35036E-07	-1.27976E-06	1.630774708	1.616712406	1.642622113	147	1.54	3	5	0	2	2.7
a-TiO2	2.5	1.1	-0.5	0.18052	0.16199	0.35026	0.16199	0.3281	0	0	1.63806	1.63847	1.638065	0.19554	0.17319	0.48523	0.17319	0.44406	0	0	1.61702	1.617025	1.617025	0.216630078	0.159815419	0.424652997	0.177074455	0.373596771	-9.35036E-07	-1.27976E-06	1.611509823	1.626175059	1.642756588	147	1.54	3	5	0	2	2.7
a-TiO2	3	1.1	-0.5	0.18052	0.16199	0.35026	0.16199	0.3281	0	0	1.63806	1.63847	1.638065	0.1868	0.16576	0.49505	0.16575	0.44877	0	0	1.61144	1.612895	1.61144	0.221126503	0.131843383	0.424886195	0.173275641	0.355623152	-9.35036E-07	-1.27976E-06	1.606462143	1.632971736	1.642431486	147	1.54	3	5	0	2	2.7
CeO2	0	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.070497135	0.252134268	0.024772451	0.099542072	0.035367824	0.047126405	0.084467953	1.584566447	1.749614457	1.759207365	204	1.12	4	7	0	2	2.7
CeO2	1	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07853	0.22657	0.0644	0.09972	0.0644	0.04321	0.07853	1.75694	1.75694	1.75694	0.058871789	0.242171405	0.019953054	0.099184603	0.031963667	0.04307763	0.07761346	1.715339353	1.781297926	1.759802016	204	1.12	4	7	0	2	2.7
CeO2	2	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07248	0.22579	0.05932	0.09222	0.05932	0.03958	0.07248	1.76344	1.76344	1.76344	0.047246443	0.231637661	0.015617244	0.096682319	0.02855951	0.039297414	0.071315194	1.769619118	1.801665863	1.776450825	204	1.12	4	7	0	2	2.7
CeO2	3	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06656	0.22447	0.05445	0.08473	0.05445	0.03628	0.06656	1.76978	1.76978	1.76978	0.035621097	0.219065058	0.013008538	0.089890404	0.025155353	0.035653272	0.065528019	1.809717417	1.815853632	1.791231367	204	1.12	4	7	0	2	2.7
CeO2	4	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06084	0.22233	0.04982	0.07739	0.04982	0.03327	0.06084	1.77595	1.77595	1.77595	0.023995751	0.202006965	0.014199458	0.076664044	0.021751197	0.032356726	0.060210461	1.84200371	1.826298367	1.804252567	204	1.12	4	7	0	2	2.7
CeO2	5	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.05543	0.21897	0.04548	0.07036	0.04548	0.03055	0.05543	1.78192	1.78192	1.78192	0.012370405	0.177038099	0.022091538	0.054858423	0.01834704	0.030513684	0.05532441	1.869940977	1.834305537	1.815656907	204	1.12	4	7	0	2	2.7
CeO2	6	1	0	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.05039	0.21396	0.04147	0.06378	0.04147	0.02809	0.05039	1.78771	1.78771	1.78771	0.000745059	0.139754524	0.040415318	0.022328726	0.014942883	0.030321218	0.050834852	1.896000917	1.84063761	1.825554699	204	1.12	4	7	0	2	2.7
CeO2	1	0.9	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06249	0.1759	0.05119	0.07944	0.05119	0.03424	0.06249	1.75253	1.75258	1.75253	0.053617765	0.190090183	0.042490407	0.07209374	0.043799376	0.035536318	0.063255617	1.745125603	1.7650797	1.744676027	204	1.12	4	7	0	2	0
CeO2	1	0.9	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06017	0.16928	0.04914	0.07672	0.04914	0.03259	0.06017	1.74899	1.7491	1.74899	0.056774473	0.190070751	0.075104748	0.067691496	0.067170658	0.034091003	0.059071385	1.774911852	1.760894919	1.769941382	204	1.12	4	7	0	2	0
CeO2	1	1	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.0763	0.21986	0.06242	0.09713	0.06242	0.04159	0.0763	1.75329	1.75336	1.75329	0.07101666	0.242156719	0.055990466	0.098907907	0.057054399	0.041632316	0.077255439	1.745125603	1.7650797	1.752447806	204	1.12	4	7	0	2	0
CeO2	1	1	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07377	0.21238	0.06019	0.09414	0.06019	0.03982	0.07377	1.74959	1.74974	1.74959	0.074173368	0.242127403	0.088613995	0.09472642	0.080443607	0.040187001	0.074115156	1.774911852	1.760894919	1.777713161	204	1.12	4	7	0	2	0
CeO2	1	1.1	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.09103	0.27107	0.07431	0.11611	0.07431	0.04922	0.09103	1.75402	1.75412	1.75402	0.08793904	0.29970107	0.071630069	0.124986695	0.072476176	0.048810191	0.090660185	1.745125603	1.7650797	1.760219585	204	1.12	4	7	0	2	0
CeO2	1	1.1	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.0883	0.26264	0.07192	0.11288	0.07192	0.04735	0.0883	1.75025	1.75044	1.75025	0.091095748	0.299651538	0.104272698	0.121004892	0.095881416	0.047364877	0.088464269	1.774911852	1.760894919	1.78548494	204	1.12	4	7	0	2	0
CeO2	2	0.9	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.05877	0.1736	0.04812	0.07476	0.04812	0.03214	0.05877	1.75473	1.75483	1.75473	0.054137291	0.179463822	0.038384331	0.069708383	0.041093683	0.032257604	0.059654268	1.773708728	1.785447637	1.729889065	204	1.12	4	7	0	2	0
CeO2	2	0.9	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.05643	0.16619	0.04609	0.07195	0.04609	0.03057	0.05643	1.74769	1.7479	1.74769	0.060450706	0.179152906	0.071264187	0.066842771	0.06492119	0.03081229	0.055470035	1.777798338	1.781262857	1.731490428	204	1.12	4	7	0	2	0
CeO2	2	1	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07056	0.21901	0.05764	0.08995	0.05764	0.03825	0.07056	1.75624	1.75638	1.75624	0.071536186	0.231402687	0.051842966	0.096514251	0.05426472	0.0378521	0.070957173	1.773708728	1.785447637	1.745432623	204	1.12	4	7	0	2	0
CeO2	2	1	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06808	0.21042	0.05551	0.08696	0.05551	0.03664	0.06808	1.74889	1.74917	1.74889	0.077849601	0.230933635	0.084869828	0.093744898	0.078141004	0.036406785	0.06781689	1.777798338	1.781262857	1.747033985	204	1.12	4	7	0	2	0
CeO2	2	1.1	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.08231	0.27543	0.06702	0.10526	0.06702	0.04407	0.08231	1.75769	1.75786	1.75769	0.088458566	0.288762829	0.067503281	0.122585729	0.069609312	0.04391826	0.081862183	1.773708728	1.785447637	1.760976181	204	1.12	4	7	0	2	0
CeO2	2	1.1	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07978	0.26521	0.06486	0.10217	0.06486	0.04248	0.07978	1.75022	1.75059	1.75022	0.094771981	0.287970314	0.100835739	0.119906416	0.093522815	0.042472945	0.079666267	1.777798338	1.781262857	1.762577543	204	1.12	4	7	0	2	0
CeO2	3	0.9	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.05515	0.17082	0.04517	0.07013	0.04517	0.03019	0.05515	1.75691	1.75705	1.75691	0.054656816	0.166489881	0.036270943	0.063007905	0.038405633	0.028753254	0.055230875	1.788110388	1.799635406	1.713233836	204	1.12	4	7	0	2	0
CeO2	3	0.9	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.04945	0.15832	0.04049	0.06288	0.04049	0.02704	0.04945	1.7451	1.74548	1.7451	0.064126939	0.164915867	0.070301363	0.060924047	0.062812865	0.02730794	0.051046642	1.766503359	1.795450626	1.691171206	204	1.12	4	7	0	2	0
CeO2	3	1	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06494	0.21749	0.05305	0.08278	0.05305	0.03521	0.06494	1.75915	1.75934	1.75915	0.072055711	0.217875503	0.050050263	0.089810931	0.051493436	0.034207958	0.065169998	1.788110388	1.799635406	1.736549172	204	1.12	4	7	0	2	7.6
CeO2	3	1	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.06263	0.20748	0.0511	0.07993	0.0511	0.03379	0.06263	1.74821	1.7486	1.74821	0.081525834	0.215500926	0.084824906	0.087780711	0.075985561	0.032762643	0.062029715	1.766503359	1.795450626	1.714486543	204	1.12	4	7	0	2	7.6
CeO2	3	1.1	-0.2	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07363	0.28015	0.05996	0.09413	0.05996	0.03945	0.07363	1.76127	1.7615	1.76127	0.088978091	0.274437404	0.066254231	0.115879808	0.065979591	0.039964231	0.074786113	1.788110388	1.799635406	1.759864509	204	1.12	4	7	0	2	7.6
CeO2	3	1.1	-0.4	0.08463	0.22705	0.06966	0.10708	0.06966	0.04721	0.08463	1.7503	1.7503	1.7503	0.07151	0.26713	0.0582	0.09148	0.0582	0.0382	0.07151	1.75023	1.75072	1.75023	0.098448214	0.270425297	0.102575949	0.113900607	0.085061355	0.038518916	0.072590197	1.766503359	1.795450626	1.737801879	204	1.12	4	7	0	2	7.6
Cu2O	1	1	0	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.95057	1.95057	2.04121	1.95057	2.04121	0	0	1.5147	1.5147	1.5147	2.018327452	1.94947466	2.025324072	1.971491848	2.046359711	-9.35036E-07	-1.27976E-06	1.55865494	1.519571219	1.559421172	145	1.9	3	5	10	2	7.6
Cu2O	2	1	0	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.02325	2.02325	2.06509	2.02325	2.06509	0	0	1.55779	1.55779	1.55779	2.050847584	1.98350266	2.031846208	1.980307289	2.050383039	-9.35036E-07	-1.27976E-06	1.609464472	1.529687531	1.614770621	145	1.9	3	5	10	2	7.6
Cu2O	3	1	0	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.09772	2.09772	2.08716	2.09772	2.08716	0	0	1.63672	1.63672	1.63672	2.083367717	2.014440368	2.040986108	2.004234916	2.054406367	-9.35036E-07	-1.27976E-06	1.649466457	1.597437046	1.668251804	145	1.9	3	5	10	2	7.6
Cu2O	4	1	0	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.16442	2.16442	2.1073	2.16442	2.1073	0	0	1.75369	1.75369	1.75369	2.115887849	2.038579436	2.055885088	2.050830821	2.058429694	-9.35036E-07	-1.27976E-06	1.684863216	1.74682304	1.719973644	145	1.9	3	5	10	2	2.7
Cu2O	1	0.9	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.55156	1.55156	1.65473	1.55156	1.65473	0	0	1.50804	1.50804	1.50804	1.583406076	1.562732975	1.676763716	1.585540017	1.684156711	-9.35036E-07	-1.27976E-06	1.537989232	1.521644606	1.527567554	145	1.9	3	5	10	2	2.7
Cu2O	1	0.9	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.55791	1.55791	1.67887	1.55791	1.67887	0	0	1.51327	1.51327	1.51327	1.571113952	1.562661359	1.70942764	1.581301263	1.705375605	-9.35036E-07	-1.27976E-06	1.517323525	1.521329744	1.503907986	145	1.9	3	5	10	2	2.7
Cu2O	1	1	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.92792	1.92792	2.04556	1.92792	2.04556	0	0	1.51624	1.51624	1.51624	1.971035692	1.949433226	2.061384423	1.973957656	2.069977585	-9.35036E-07	-1.27976E-06	1.537989232	1.521644606	1.535758655	145	1.9	3	5	10	2	2.7
Cu2O	1	1	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.92716	1.92716	2.07384	1.92716	2.07384	0	0	1.52305	1.52305	1.52305	1.958743568	1.949246744	2.094165968	1.969906353	2.091379095	-9.35036E-07	-1.27976E-06	1.517323525	1.521329744	1.512099087	145	1.9	3	5	10	2	2.7
Cu2O	1	1.1	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.35733	2.35733	2.48094	2.35733	2.48094	0	0	1.52892	1.52892	1.52892	2.348049048	2.376814978	2.508398333	2.35173907	2.51827173	-9.35036E-07	-1.27976E-06	1.537989232	1.521644606	1.543949755	145	1.9	3	5	10	2	2.7
Cu2O	1	1.1	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.34257	2.34257	2.51249	2.34257	2.51249	0	0	1.53568	1.53568	1.53568	2.335756924	2.371508999	2.535657881	2.347894337	2.539820049	-9.35036E-07	-1.27976E-06	1.517323525	1.521329744	1.520290188	145	1.9	3	5	10	2	2.7
Cu2O	2	0.9	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.56478	1.56478	1.66062	1.56478	1.66062	0	0	1.52169	1.52169	1.52169	1.568634448	1.596530181	1.683709429	1.609947782	1.687251054	-9.35036E-07	-1.27976E-06	1.563102125	1.531760919	1.55106191	145	1.9	3	5	10	2	2.7
Cu2O	2	0.9	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.56454	1.56454	1.69344	1.56454	1.69344	0	0	1.53194	1.53194	1.53194	1.5440502	1.59538433	1.717382621	1.552324886	1.705548267	-9.35036E-07	-1.27976E-06	1.516739778	1.531446057	1.50373835	145	1.9	3	5	10	2	2.7
Cu2O	2	1	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.95989	1.95989	2.05649	1.95989	2.05649	0	0	1.54072	1.54072	1.54072	1.956264064	1.98283972	2.06843895	1.998398117	2.073092925	-9.35036E-07	-1.27976E-06	1.563102125	1.531760919	1.567444112	145	1.9	3	5	10	2	2.7
Cu2O	2	1	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.94281	1.94281	2.09624	1.94281	2.09624	0	0	1.55115	1.55115	1.55115	1.931679816	1.979856002	2.103994057	1.941453097	2.092646554	-9.35036E-07	-1.27976E-06	1.516739778	1.531446057	1.520120552	145	1.9	3	5	10	2	2.7
Cu2O	2	1.1	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.42553	2.42553	2.49985	2.42553	2.49985	0	0	1.57592	1.57592	1.57592	2.33327742	2.409432784	2.515949306	2.376220358	2.521353256	-9.35036E-07	-1.27976E-06	1.563102125	1.531760919	1.583826313	145	1.9	3	5	10	2	2.7
Cu2O	2	1.1	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.37835	2.37835	2.54418	2.37835	2.54418	0	0	1.57561	1.57561	1.57561	2.308693172	2.324537125	2.463152481	2.320094322	2.541556065	-9.35036E-07	-1.27976E-06	1.516739778	1.531446057	1.536502753	145	1.9	3	5	10	2	2.7
Cu2O	3	0.9	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.57884	1.57884	1.66603	1.57884	1.66603	0	0	1.53619	1.53619	1.53619	1.55386282	1.626467785	1.693935597	1.678576721	1.691562058	-9.35036E-07	-1.27976E-06	1.57740747	1.599510434	1.572688	145	1.9	3	5	10	2	2.7
Cu2O	3	0.9	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.57084	1.57084	1.70817	1.57084	1.70817	0	0	1.55102	1.55102	1.55102	1.516986448	1.620666914	1.73198228	1.511743347	1.715454225	-9.35036E-07	-1.27976E-06	1.505348483	1.599195572	1.501700447	145	1.9	3	5	10	2	2.7
Cu2O	3	1	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.99431	1.99431	2.06612	1.99431	2.06612	0	0	1.57022	1.57022	1.57022	1.941492437	2.011084234	2.079885875	2.072675086	2.077476783	-9.35036E-07	-1.27976E-06	1.57740747	1.599510434	1.597261302	145	1.9	3	5	10	2	2.7
Cu2O	3	1	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.95915	1.95915	2.11778	1.95915	2.11778	0	0	1.57911	1.57911	1.57911	1.904616065	1.995979161	2.127459752	1.991240048	2.104062153	-9.35036E-07	-1.27976E-06	1.505348483	1.599195572	1.526273749	145	1.9	3	5	10	2	2.7
Cu2O	3	1.1	-0.2	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	2.49327	2.49327	2.5166	2.49327	2.5166	0	0	1.64244	1.64244	1.64244	2.318505792	2.434259651	2.530144958	2.427096883	2.47182826	-9.35036E-07	-1.27976E-06	1.57740747	1.599510434	1.621834604	145	1.9	3	5	10	2	7.6
Cu2O	3	1.1	-0.4	1.88547	1.88547	2.01514	1.88547	2.01514	0	0	1.49502	1.49502	1.49502	1.95915	1.95915	2.11778	1.95915	2.11778	0	0	1.57911	1.57911	1.57911	2.28162942	2.004475378	2.130437181	1.995474177	2.122439916	-9.35036E-07	-1.27976E-06	1.505348483	1.599195572	1.550847052	145	1.9	3	5	10	2	7.6
MoO3	1	1	0	0.54009	0.4931125	0.46878	0.469385	0.52024	0	0	1.566588333	1.405505	1.536796667	0.55433	0.488845	0.44964	0.46249	0.53527	0	0	1.6684225	1.4586	1.58519	0.580593461	0.546854918	0.503364624	0.537066169	0.57418601	-9.35036E-07	-1.27976E-06	1.576308016	1.49493285	1.592233301	145	2.16	4	5	0	0	7.6
r-TiO2	0	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.251898244	0.28468453	0.136889619	0.246336694	0.144893417	-9.35036E-07	-1.27976E-06	1.611034213	1.651231862	1.666470096	147	1.54	3	5	0	2	7.6
r-TiO2	1	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.23447	0.2435	0.15935	0.2435	0.16046	0	0	1.70633	1.66723	1.70633	0.232139206	0.267752647	0.12648853	0.245728347	0.137569977	-9.35036E-07	-1.27976E-06	1.742054902	1.723365211	1.702948801	147	1.54	3	5	0	2	7.6
r-TiO2	2	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.19615	0.21373	0.13351	0.21374	0.14615	0	0	1.75891	1.71842	1.75891	0.212380168	0.250172259	0.116665685	0.24146992	0.130246536	-9.35036E-07	-1.27976E-06	1.7885133	1.764292771	1.755481663	147	1.54	3	5	0	2	3.1
r-TiO2	3	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.16039	0.18264	0.11063	0.18265	0.13307	0	0	1.81395	1.77687	1.81395	0.19262113	0.230275777	0.108907997	0.229911334	0.122923096	-9.35036E-07	-1.27976E-06	1.838066224	1.790636759	1.806146258	147	1.54	3	5	0	2	0
r-TiO2	4	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.13135	0.15455	0.09232	0.15455	0.12075	0	0	1.86659	1.83529	1.86659	0.172862091	0.205283892	0.105693658	0.207402508	0.115599655	-9.35036E-07	-1.27976E-06	1.864746401	1.809036715	1.855051511	147	1.54	3	5	0	2	5.2
r-TiO2	5	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.10902	0.13125	0.0781	0.13125	0.10912	0	0	1.91444	1.88882	1.91444	0.153103053	0.171305568	0.110492131	0.170293362	0.108276215	-9.35036E-07	-1.27976E-06	1.899255348	1.822668556	1.902339905	147	1.54	3	5	0	2	4
r-TiO2	6	1	0	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.0919	0.11246	0.06698	0.11246	0.09832	0	0	1.95713	1.93613	1.95713	0.133344015	0.123338045	0.127764158	0.114933816	0.100952774	-9.35036E-07	-1.27976E-06	1.92746877	1.833240931	1.948121749	147	1.54	3	5	0	2	3.5
r-TiO2	1	0.9	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.21763	0.21881	0.14638	0.21881	0.14129	0	0	1.6765	1.63915	1.6765	0.202461524	0.212744614	0.128721443	0.190271547	0.130081127	-9.35036E-07	-1.27976E-06	1.696282333	1.633650164	1.671888095	147	1.54	3	5	0	2	3.1
r-TiO2	1	0.9	-0.4	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.23392	0.23204	0.15471	0.23204	0.14751	0	0	1.64886	1.61099	1.64886	0.208384128	0.212716621	0.16134809	0.185820761	0.15397369	-9.35036E-07	-1.27976E-06	1.650509763	1.589206883	1.64976229	147	1.54	3	5	0	2	4
r-TiO2	1	1	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.26811	0.27014	0.17911	0.27014	0.17141	0	0	1.67851	1.63789	1.67851	0.254925373	0.26773272	0.162532712	0.245461614	0.163370402	-9.35036E-07	-1.27976E-06	1.696282333	1.633650164	1.679797537	147	1.54	3	5	0	2	3.5
r-TiO2	1	1	-0.4	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.28797	0.28588	0.18965	0.28588	0.17872	0	0	1.65277	1.6132	1.65277	0.260847977	0.267686102	0.195182656	0.241237626	0.187336007	-9.35036E-07	-1.27976E-06	1.650509763	1.589206883	1.657671732	147	1.54	3	5	0	2	3.1
r-TiO2	1	1.1	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.32843	0.33138	0.21677	0.33138	0.20341	0	0	1.67705	1.6306	1.67705	0.305952361	0.328503771	0.201780545	0.299139108	0.202119888	-9.35036E-07	-1.27976E-06	1.696282333	1.633650164	1.687706979	147	1.54	3	5	0	2	4
r-TiO2	1	1.1	-0.4	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.34968	0.34748	0.22848	0.34748	0.21172	0	0	1.65494	1.61207	1.65494	0.311874965	0.328409486	0.234501347	0.295119995	0.226155888	-9.35036E-07	-1.27976E-06	1.650509763	1.589206883	1.665581174	147	1.54	3	5	0	2	3.5
r-TiO2	2	0.9	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.20914	0.2119	0.13934	0.2119	0.13434	0	0	1.69367	1.65214	1.69367	0.205488653	0.195042197	0.119686676	0.186227983	0.124463573	-9.35036E-07	-1.27976E-06	1.717044091	1.674577724	1.692847523	147	1.54	3	5	0	2	3.1
r-TiO2	2	0.9	-0.4	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.23561	0.23211	0.15367	0.23211	0.14042	0	0	1.63343	1.5903	1.63343	0.217333862	0.194594299	0.152763428	0.183439183	0.149326351	-9.35036E-07	-1.27976E-06	1.645574883	1.630134442	1.647057725	147	1.54	3	5	0	2	4
r-TiO2	2	1	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.25749	0.26286	0.16914	0.26286	0.16034	0	0	1.69808	1.64927	1.69808	0.257952502	0.249853425	0.152999728	0.241409462	0.157370837	-9.35036E-07	-1.27976E-06	1.717044091	1.674577724	1.708666407	147	1.54	3	5	0	2	3.5
r-TiO2	2	1	-0.4	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.29204	0.28801	0.18845	0.28801	0.16754	0	0	1.64132	1.5943	1.64132	0.269797711	0.249107532	0.186449221	0.238718649	0.182397849	-9.35036E-07	-1.27976E-06	1.645574883	1.630134442	1.662876609	147	1.54	3	5	0	2	3.1
r-TiO2	2	1.1	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.32228	0.33459	0.2062	0.3346	0.18505	0	0	1.69306	1.62711	1.69306	0.30897949	0.310349828	0.191874008	0.295079405	0.195747788	-9.35036E-07	-1.27976E-06	1.717044091	1.674577724	1.724485291	147	1.54	3	5	0	2	4.1
r-TiO2	2	1.1	-0.4	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.36042	0.35733	0.22855	0.35734	0.19293	0	0	1.64449	1.58828	1.64449	0.320824698	0.308841267	0.226457229	0.292480192	0.220922829	-9.35036E-07	-1.27976E-06	1.645574883	1.630134442	1.678695493	147	1.54	3	5	0	2	5.1
r-TiO2	3	0.9	-0.2	0.26815	0.26906	0.18476	0.26906	0.17583	0	0	1.66049	1.62748	1.66049	0.19957	0.20447	0.132	0.20447	0.12753	0	0	1.71239	1.66701	1.71239	0.208515782	0.174616925	0.113108581	0.175021064	0.118870794	-9.35036E-07	-1.27976E-06	1.740900376	1.700921712	1.711938684	147	1.54	3	5	0	2	6.1
