U	c1	c2
4.489795918	0.948979592	-0.53877551
4.489795918	0.969387755	-0.563265306
4.489795918	0.93877551	-0.53877551
4.795918367	0.969387755	-0.563265306
4.489795918	0.989795918	-0.575510204
4.489795918	0.979591837	-0.551020408
4.795918367	0.948979592	-0.551020408
4.489795918	0.948979592	-0.551020408
4.795918367	0.989795918	-0.575510204
4.693877551	0.979591837	-0.526530612
4.489795918	1.0	-0.563265306
4.693877551	0.867346939	-0.489795918
4.591836735	0.887755102	-0.514285714
4.489795918	0.959183673	-0.53877551
4.795918367	0.928571429	-0.502040816
4.693877551	1.0	-0.53877551
4.795918367	0.887755102	-0.502040816
4.795918367	0.897959184	-0.514285714
4.591836735	0.989795918	-0.53877551
4.693877551	0.959183673	-0.514285714
4.489795918	0.928571429	-0.526530612
4.591836735	0.969387755	-0.526530612
4.795918367	0.928571429	-0.53877551
4.591836735	0.87755102	-0.502040816
4.693877551	0.897959184	-0.526530612
4.795918367	0.887755102	-0.489795918
4.591836735	0.918367347	-0.502040816
4.489795918	0.928571429	-0.53877551
4.591836735	0.969387755	-0.575510204
4.591836735	0.897959184	-0.526530612
4.489795918	0.918367347	-0.526530612
4.795918367	0.897959184	-0.489795918
4.489795918	0.93877551	-0.526530612
4.591836735	0.989795918	-0.587755102
4.591836735	0.948979592	-0.563265306
4.795918367	0.979591837	-0.526530612
4.693877551	0.908163265	-0.489795918
4.489795918	0.979591837	-0.575510204
4.489795918	0.959183673	-0.563265306
4.795918367	1.0	-0.53877551
4.591836735	0.948979592	-0.514285714
4.795918367	0.87755102	-0.489795918
4.693877551	0.969387755	-0.575510204
4.795918367	0.959183673	-0.514285714
4.489795918	0.989795918	-0.551020408
4.489795918	1.0	-0.587755102
4.489795918	0.969387755	-0.53877551
4.693877551	0.989795918	-0.587755102
4.693877551	0.948979592	-0.563265306
4.591836735	0.928571429	-0.551020408
4.693877551	0.93877551	-0.502040816
4.489795918	0.93877551	-0.551020408
4.591836735	0.87755102	-0.489795918
4.795918367	0.908163265	-0.526530612
4.693877551	0.867346939	-0.502040816
4.591836735	0.887755102	-0.489795918
4.693877551	0.857142857	-0.489795918
4.795918367	0.908163265	-0.489795918
4.693877551	0.867346939	-0.47755102
4.489795918	0.908163265	-0.526530612
4.693877551	0.928571429	-0.551020408
4.489795918	0.908163265	-0.514285714
4.489795918	0.948979592	-0.526530612
4.591836735	0.867346939	-0.489795918
4.489795918	0.918367347	-0.514285714
4.795918367	0.93877551	-0.502040816
4.693877551	0.857142857	-0.47755102
4.795918367	0.87755102	-0.502040816
4.693877551	0.87755102	-0.47755102
4.489795918	0.918367347	-0.53877551
4.693877551	0.87755102	-0.514285714
4.591836735	0.867346939	-0.502040816
4.591836735	0.908163265	-0.53877551
4.489795918	0.897959184	-0.514285714
4.591836735	0.928571429	-0.502040816
4.591836735	0.87755102	-0.514285714
4.795918367	0.867346939	-0.489795918
4.795918367	0.959183673	-0.563265306
4.795918367	0.979591837	-0.575510204
4.591836735	0.897959184	-0.489795918
4.693877551	0.908163265	-0.53877551
4.489795918	0.969387755	-0.575510204
4.795918367	1.0	-0.587755102
4.795918367	0.93877551	-0.551020408
4.489795918	0.989795918	-0.587755102
4.489795918	0.928571429	-0.514285714
4.795918367	0.887755102	-0.514285714
4.489795918	0.948979592	-0.563265306
4.693877551	0.918367347	-0.489795918
4.591836735	0.857142857	-0.489795918
4.489795918	0.979591837	-0.53877551
4.693877551	0.846938776	-0.47755102
4.489795918	1.0	-0.551020408
4.795918367	0.867346939	-0.47755102
4.591836735	0.979591837	-0.526530612
4.693877551	0.989795918	-0.526530612
4.591836735	1.0	-0.53877551
4.795918367	0.87755102	-0.47755102
4.693877551	0.887755102	-0.47755102
4.489795918	0.887755102	-0.514285714
4.489795918	0.928571429	-0.551020408
4.489795918	0.897959184	-0.526530612
4.693877551	0.969387755	-0.514285714
4.795918367	0.918367347	-0.489795918
4.795918367	0.918367347	-0.53877551
4.489795918	0.959183673	-0.526530612
4.591836735	0.887755102	-0.526530612
4.591836735	0.979591837	-0.587755102
4.591836735	0.959183673	-0.575510204
4.489795918	0.887755102	-0.502040816
4.591836735	0.959183673	-0.514285714
4.897959184	0.969387755	-0.53877551
4.489795918	0.897959184	-0.502040816
4.795918367	0.989795918	-0.526530612
4.591836735	1.0	-0.6
4.795918367	0.857142857	-0.47755102
4.897959184	0.989795918	-0.551020408
4.591836735	0.93877551	-0.563265306
4.795918367	0.969387755	-0.514285714
4.693877551	0.887755102	-0.526530612
4.897959184	0.948979592	-0.526530612
4.795918367	0.887755102	-0.47755102
4.897959184	0.959183673	-0.53877551
4.897959184	0.979591837	-0.551020408
4.693877551	0.846938776	-0.489795918
4.591836735	0.908163265	-0.489795918
4.693877551	0.948979592	-0.502040816
4.897959184	0.979591837	-0.53877551
4.897959184	0.959183673	-0.526530612
4.489795918	0.87755102	-0.502040816
4.591836735	0.857142857	-0.47755102
4.489795918	0.908163265	-0.53877551
4.489795918	0.93877551	-0.514285714
4.693877551	0.857142857	-0.502040816
4.591836735	0.867346939	-0.47755102
4.897959184	0.93877551	-0.526530612
4.897959184	1.0	-0.563265306
4.489795918	0.908163265	-0.502040816
4.795918367	0.857142857	-0.489795918
4.591836735	0.918367347	-0.551020408
4.795918367	0.897959184	-0.526530612
4.897959184	1.0	-0.551020408
4.693877551	0.979591837	-0.587755102
4.795918367	0.948979592	-0.502040816
4.693877551	0.959183673	-0.575510204
4.897959184	0.928571429	-0.514285714
4.591836735	0.857142857	-0.502040816
4.591836735	0.93877551	-0.502040816
4.897959184	0.93877551	-0.514285714
4.693877551	1.0	-0.6
4.795918367	0.867346939	-0.502040816
4.693877551	0.836734694	-0.47755102
4.591836735	0.846938776	-0.489795918
4.693877551	0.93877551	-0.563265306
4.591836735	0.846938776	-0.47755102
4.897959184	0.969387755	-0.551020408
4.489795918	0.979591837	-0.587755102
4.897959184	0.948979592	-0.53877551
4.489795918	0.959183673	-0.575510204
4.693877551	0.897959184	-0.47755102
4.897959184	0.989795918	-0.563265306
4.591836735	0.87755102	-0.47755102
4.693877551	0.846938776	-0.465306122
4.489795918	0.87755102	-0.514285714
4.897959184	0.918367347	-0.514285714
4.489795918	1.0	-0.6
4.897959184	0.969387755	-0.526530612
4.795918367	0.846938776	-0.47755102
4.591836735	0.867346939	-0.514285714
4.693877551	0.857142857	-0.465306122
4.489795918	0.93877551	-0.563265306
4.897959184	0.989795918	-0.53877551
4.489795918	0.989795918	-0.53877551
4.489795918	0.867346939	-0.502040816
4.795918367	0.897959184	-0.47755102
4.693877551	0.918367347	-0.551020408
4.693877551	0.928571429	-0.489795918
4.591836735	0.897959184	-0.53877551
4.693877551	0.836734694	-0.465306122
4.897959184	0.928571429	-0.526530612
4.693877551	0.867346939	-0.514285714
4.795918367	0.969387755	-0.575510204
4.897959184	0.948979592	-0.514285714
4.489795918	0.887755102	-0.526530612
4.489795918	0.969387755	-0.526530612
4.489795918	0.918367347	-0.502040816
4.795918367	0.989795918	-0.587755102
4.897959184	0.918367347	-0.502040816
4.795918367	0.928571429	-0.489795918
4.897959184	0.908163265	-0.502040816
4.795918367	0.948979592	-0.563265306
4.489795918	0.87755102	-0.489795918
4.489795918	0.918367347	-0.551020408
4.489795918	0.867346939	-0.489795918
4.795918367	0.87755102	-0.514285714
4.591836735	0.836734694	-0.47755102
4.795918367	0.928571429	-0.551020408
4.795918367	0.857142857	-0.465306122
4.693877551	0.867346939	-0.465306122
4.591836735	0.918367347	-0.489795918
4.795918367	0.846938776	-0.465306122
4.489795918	0.948979592	-0.514285714
4.591836735	0.989795918	-0.526530612
4.693877551	0.897959184	-0.53877551
4.591836735	0.887755102	-0.47755102
4.897959184	0.928571429	-0.502040816
4.489795918	0.887755102	-0.489795918
4.897959184	0.959183673	-0.551020408
4.897959184	0.897959184	-0.502040816
4.897959184	0.979591837	-0.563265306
4.897959184	0.908163265	-0.514285714
4.693877551	0.826530612	-0.465306122
4.489795918	0.857142857	-0.489795918
4.591836735	0.969387755	-0.514285714
4.897959184	0.93877551	-0.53877551
4.795918367	0.867346939	-0.465306122
4.897959184	1.0	-0.575510204
4.693877551	1.0	-0.526530612
4.591836735	0.969387755	-0.587755102
4.591836735	0.87755102	-0.526530612
4.693877551	0.979591837	-0.514285714
4.693877551	0.836734694	-0.489795918
4.591836735	0.989795918	-0.6
4.489795918	0.897959184	-0.53877551
4.795918367	0.908163265	-0.53877551
4.897959184	0.979591837	-0.526530612
4.591836735	0.948979592	-0.575510204
4.693877551	0.826530612	-0.47755102
4.795918367	0.836734694	-0.465306122
4.795918367	0.846938776	-0.489795918
4.795918367	0.979591837	-0.514285714
4.795918367	1.0	-0.526530612
4.897959184	0.959183673	-0.514285714
4.489795918	0.857142857	-0.502040816
4.591836735	0.836734694	-0.489795918
4.897959184	0.897959184	-0.489795918
4.897959184	1.0	-0.53877551
4.795918367	0.836734694	-0.47755102
4.489795918	0.867346939	-0.514285714
4.693877551	0.908163265	-0.47755102
4.897959184	0.887755102	-0.489795918
4.591836735	0.928571429	-0.563265306
4.897959184	0.918367347	-0.526530612
4.693877551	0.959183673	-0.502040816
4.591836735	0.846938776	-0.502040816
4.795918367	0.908163265	-0.47755102
4.591836735	0.948979592	-0.502040816
4.489795918	0.928571429	-0.502040816
4.489795918	0.897959184	-0.489795918
4.591836735	0.846938776	-0.465306122
4.795918367	0.959183673	-0.502040816
4.591836735	0.836734694	-0.465306122
4.693877551	0.87755102	-0.526530612
4.489795918	0.969387755	-0.587755102
4.693877551	0.846938776	-0.502040816
4.693877551	0.87755102	-0.465306122
4.897959184	0.908163265	-0.489795918
4.489795918	0.989795918	-0.6
4.897959184	0.93877551	-0.502040816
4.489795918	0.948979592	-0.575510204
4.897959184	0.887755102	-0.502040816
4.591836735	0.826530612	-0.47755102
4.795918367	0.857142857	-0.502040816
4.489795918	0.846938776	-0.489795918
4.795918367	0.87755102	-0.465306122
4.795918367	0.887755102	-0.526530612
4.591836735	0.857142857	-0.465306122
4.591836735	0.908163265	-0.551020408
4.489795918	1.0	-0.53877551
4.693877551	0.969387755	-0.587755102
4.897959184	0.87755102	-0.489795918
4.489795918	0.928571429	-0.563265306
4.693877551	0.989795918	-0.6
4.489795918	0.979591837	-0.526530612
4.591836735	0.897959184	-0.47755102
4.591836735	0.826530612	-0.465306122
4.489795918	0.87755102	-0.526530612
4.693877551	0.816326531	-0.465306122
4.693877551	0.948979592	-0.575510204
4.897959184	0.897959184	-0.514285714
4.693877551	0.93877551	-0.489795918
4.795918367	0.93877551	-0.489795918
4.897959184	0.969387755	-0.563265306
4.795918367	0.826530612	-0.465306122
4.489795918	0.857142857	-0.47755102
4.591836735	0.857142857	-0.514285714
4.897959184	0.948979592	-0.551020408
4.897959184	0.989795918	-0.575510204
4.693877551	0.928571429	-0.563265306
4.489795918	0.846938776	-0.47755102
4.489795918	0.959183673	-0.514285714
4.591836735	0.928571429	-0.489795918
4.693877551	0.826530612	-0.453061224
4.693877551	0.836734694	-0.453061224
4.897959184	0.918367347	-0.489795918
4.489795918	0.908163265	-0.551020408
4.489795918	0.867346939	-0.47755102
4.897959184	0.928571429	-0.53877551
4.795918367	0.979591837	-0.587755102
4.591836735	0.887755102	-0.53877551
4.795918367	0.959183673	-0.575510204
4.489795918	0.908163265	-0.489795918
4.591836735	0.867346939	-0.465306122
4.795918367	1.0	-0.6
4.897959184	0.87755102	-0.47755102
4.897959184	0.989795918	-0.526530612
4.897959184	0.969387755	-0.514285714
4.693877551	0.857142857	-0.514285714
4.693877551	0.816326531	-0.453061224
4.795918367	0.93877551	-0.563265306
4.489795918	0.846938776	-0.502040816
4.693877551	0.908163265	-0.551020408
4.489795918	0.836734694	-0.47755102
4.897959184	0.867346939	-0.47755102
4.591836735	0.816326531	-0.465306122
4.795918367	0.867346939	-0.514285714
4.897959184	0.887755102	-0.47755102
4.693877551	0.846938776	-0.453061224
4.795918367	0.836734694	-0.453061224
4.489795918	0.836734694	-0.489795918
4.897959184	0.867346939	-0.489795918
4.693877551	0.887755102	-0.465306122
4.897959184	0.948979592	-0.502040816
4.489795918	0.93877551	-0.502040816
4.795918367	0.887755102	-0.465306122
4.897959184	0.908163265	-0.526530612
4.591836735	1.0	-0.526530612
4.489795918	0.87755102	-0.47755102
4.693877551	0.816326531	-0.47755102
4.795918367	0.826530612	-0.47755102
4.795918367	0.826530612	-0.453061224
4.897959184	0.87755102	-0.502040816
4.795918367	0.918367347	-0.551020408
4.489795918	0.887755102	-0.53877551
4.591836735	0.826530612	-0.489795918
4.489795918	0.857142857	-0.514285714
4.591836735	0.979591837	-0.514285714
4.795918367	0.918367347	-0.47755102
4.795918367	0.846938776	-0.453061224
4.693877551	0.918367347	-0.47755102
4.693877551	0.826530612	-0.489795918
4.591836735	0.816326531	-0.47755102
4.795918367	0.836734694	-0.489795918
4.591836735	0.979591837	-0.6
4.693877551	0.887755102	-0.53877551
4.591836735	0.959183673	-0.587755102
4.897959184	0.857142857	-0.47755102
4.693877551	0.806122449	-0.453061224
4.591836735	0.867346939	-0.526530612
4.693877551	0.806122449	-0.465306122
4.795918367	0.816326531	-0.465306122
4.897959184	0.897959184	-0.47755102
4.693877551	0.989795918	-0.514285714
4.591836735	0.908163265	-0.47755102
4.591836735	0.959183673	-0.502040816
4.795918367	0.989795918	-0.514285714
4.591836735	0.93877551	-0.575510204
4.489795918	0.979591837	-0.6
4.591836735	0.836734694	-0.502040816
4.897959184	0.928571429	-0.489795918
4.489795918	0.959183673	-0.587755102
4.795918367	0.816326531	-0.453061224
4.795918367	0.897959184	-0.53877551
4.489795918	0.826530612	-0.47755102
4.591836735	0.87755102	-0.465306122
4.693877551	0.857142857	-0.453061224
4.795918367	0.969387755	-0.502040816
4.897959184	0.887755102	-0.514285714
4.693877551	0.969387755	-0.502040816
4.489795918	0.93877551	-0.575510204
4.795918367	0.857142857	-0.453061224
4.897959184	0.979591837	-0.575510204
4.897959184	0.959183673	-0.563265306
4.591836735	0.826530612	-0.453061224
4.591836735	0.918367347	-0.563265306
4.489795918	0.989795918	-0.526530612
4.489795918	0.918367347	-0.489795918
4.489795918	0.887755102	-0.47755102
4.591836735	0.806122449	-0.465306122
4.897959184	1.0	-0.587755102
4.591836735	0.816326531	-0.453061224
4.489795918	0.867346939	-0.526530612
4.693877551	0.836734694	-0.502040816
4.897959184	0.93877551	-0.551020408
4.795918367	0.846938776	-0.502040816
4.489795918	0.918367347	-0.563265306
4.591836735	0.836734694	-0.453061224
4.489795918	0.969387755	-0.514285714
4.489795918	0.836734694	-0.465306122
4.693877551	0.867346939	-0.526530612
4.795918367	0.948979592	-0.489795918
4.591836735	0.93877551	-0.489795918
4.897959184	0.857142857	-0.465306122
4.897959184	0.857142857	-0.489795918
4.693877551	0.948979592	-0.489795918
4.489795918	0.846938776	-0.465306122
4.489795918	0.826530612	-0.489795918
4.897959184	0.918367347	-0.53877551
4.897959184	0.979591837	-0.514285714
4.795918367	0.87755102	-0.526530612
4.489795918	0.826530612	-0.465306122
4.591836735	0.897959184	-0.551020408
4.897959184	0.867346939	-0.465306122
4.897959184	0.846938776	-0.47755102
4.897959184	1.0	-0.526530612
4.693877551	0.979591837	-0.6
4.795918367	0.897959184	-0.465306122
4.591836735	0.806122449	-0.453061224
4.489795918	0.836734694	-0.502040816
4.693877551	0.959183673	-0.587755102
4.693877551	0.795918367	-0.453061224
4.897959184	0.846938776	-0.465306122
4.897959184	0.908163265	-0.47755102
4.591836735	0.846938776	-0.514285714
4.795918367	0.806122449	-0.453061224
4.693877551	0.897959184	-0.465306122
4.897959184	0.959183673	-0.502040816
4.489795918	0.897959184	-0.551020408
4.693877551	0.93877551	-0.575510204
4.489795918	0.948979592	-0.502040816
4.591836735	0.846938776	-0.453061224
4.897959184	0.867346939	-0.502040816
4.489795918	0.816326531	-0.47755102
4.795918367	0.867346939	-0.453061224
4.693877551	0.867346939	-0.453061224
4.489795918	0.857142857	-0.465306122
4.489795918	0.816326531	-0.465306122
4.897959184	0.87755102	-0.465306122
4.897959184	0.897959184	-0.526530612
4.795918367	0.989795918	-0.6
4.795918367	0.969387755	-0.587755102
4.693877551	0.918367347	-0.563265306
4.591836735	0.887755102	-0.465306122
4.693877551	0.816326531	-0.440816327
4.795918367	0.816326531	-0.47755102
4.591836735	0.806122449	-0.47755102
4.693877551	0.806122449	-0.440816327
4.795918367	0.928571429	-0.47755102
4.591836735	0.87755102	-0.53877551
4.795918367	0.948979592	-0.575510204
4.897959184	0.93877551	-0.489795918
4.693877551	0.806122449	-0.47755102
4.489795918	0.846938776	-0.514285714
4.795918367	0.806122449	-0.465306122
4.489795918	0.897959184	-0.47755102
4.897959184	0.836734694	-0.465306122
4.591836735	0.816326531	-0.489795918
4.693877551	0.928571429	-0.47755102
4.693877551	0.795918367	-0.465306122
4.591836735	0.795918367	-0.453061224
4.591836735	0.918367347	-0.47755102
4.489795918	0.87755102	-0.53877551
4.693877551	0.846938776	-0.514285714
4.795918367	0.928571429	-0.563265306
4.693877551	0.826530612	-0.440816327
4.795918367	0.857142857	-0.514285714
4.795918367	0.816326531	-0.440816327
4.693877551	0.795918367	-0.440816327
4.591836735	0.795918367	-0.465306122
4.591836735	0.989795918	-0.514285714
4.693877551	0.897959184	-0.551020408
4.795918367	0.826530612	-0.489795918
4.489795918	0.928571429	-0.489795918
4.795918367	0.826530612	-0.440816327
4.693877551	0.816326531	-0.489795918
4.591836735	0.857142857	-0.453061224
4.489795918	0.867346939	-0.465306122
4.795918367	0.806122449	-0.440816327
4.897959184	0.87755102	-0.514285714
4.489795918	0.969387755	-0.6
4.795918367	0.908163265	-0.551020408
4.489795918	0.806122449	-0.465306122
4.897959184	0.969387755	-0.575510204
4.591836735	0.969387755	-0.502040816
4.897959184	0.989795918	-0.587755102
4.489795918	0.948979592	-0.587755102
4.591836735	0.969387755	-0.6
4.897959184	0.836734694	-0.47755102
4.897959184	0.887755102	-0.465306122
4.795918367	0.795918367	-0.453061224
4.897959184	0.948979592	-0.563265306
4.591836735	0.826530612	-0.502040816
4.897959184	0.918367347	-0.47755102
4.591836735	0.948979592	-0.587755102
4.693877551	0.785714286	-0.453061224
4.591836735	0.857142857	-0.526530612
4.897959184	0.846938776	-0.489795918
4.489795918	0.928571429	-0.575510204
4.693877551	0.836734694	-0.440816327
4.489795918	1.0	-0.526530612
4.795918367	1.0	-0.514285714
4.693877551	1.0	-0.514285714
4.489795918	0.816326531	-0.489795918
4.795918367	0.836734694	-0.440816327
4.897959184	0.928571429	-0.551020408
4.795918367	0.87755102	-0.453061224
4.591836735	0.928571429	-0.575510204
4.795918367	0.979591837	-0.502040816
4.693877551	0.87755102	-0.53877551
4.693877551	0.785714286	-0.440816327
4.489795918	0.857142857	-0.526530612
4.489795918	0.979591837	-0.514285714
4.897959184	0.836734694	-0.453061224
4.897959184	0.826530612	-0.465306122
4.489795918	0.806122449	-0.47755102
4.693877551	0.979591837	-0.502040816
4.795918367	0.795918367	-0.440816327
4.795918367	0.908163265	-0.465306122
4.897959184	0.846938776	-0.453061224
4.693877551	0.87755102	-0.453061224
4.795918367	0.887755102	-0.53877551
4.897959184	0.989795918	-0.514285714
4.591836735	0.948979592	-0.489795918
4.489795918	0.908163265	-0.563265306
4.591836735	0.785714286	-0.453061224
4.693877551	0.908163265	-0.465306122
4.489795918	0.816326531	-0.453061224
4.591836735	0.806122449	-0.440816327
4.489795918	0.826530612	-0.502040816
4.897959184	0.969387755	-0.502040816
4.897959184	0.908163265	-0.53877551
4.591836735	0.908163265	-0.563265306
4.489795918	0.826530612	-0.453061224
4.795918367	0.959183673	-0.489795918
4.897959184	0.826530612	-0.453061224
4.795918367	0.836734694	-0.502040816
4.693877551	0.826530612	-0.502040816
4.591836735	0.816326531	-0.440816327
4.489795918	0.959183673	-0.502040816
4.591836735	0.897959184	-0.465306122
4.591836735	0.795918367	-0.440816327
4.489795918	0.908163265	-0.47755102
5.0	0.969387755	-0.53877551
4.897959184	0.857142857	-0.453061224
4.693877551	0.959183673	-0.489795918
4.489795918	0.806122449	-0.453061224
4.897959184	0.857142857	-0.502040816
5.0	0.959183673	-0.526530612
4.489795918	0.87755102	-0.465306122
5.0	0.979591837	-0.53877551
5.0	0.948979592	-0.526530612
5.0	0.989795918	-0.551020408
4.591836735	0.867346939	-0.453061224
4.897959184	0.948979592	-0.489795918
4.489795918	0.795918367	-0.465306122
4.489795918	0.836734694	-0.453061224
5.0	1.0	-0.551020408
5.0	0.93877551	-0.514285714
4.489795918	0.887755102	-0.551020408
4.795918367	0.846938776	-0.440816327
5.0	0.959183673	-0.53877551
4.693877551	0.857142857	-0.526530612
5.0	0.979591837	-0.551020408
4.693877551	0.846938776	-0.440816327
4.591836735	0.887755102	-0.551020408
5.0	0.928571429	-0.514285714
4.795918367	0.795918367	-0.465306122
4.591836735	0.795918367	-0.47755102
4.897959184	0.897959184	-0.465306122
4.591836735	0.836734694	-0.514285714
5.0	0.969387755	-0.526530612
4.795918367	0.867346939	-0.526530612
4.591836735	0.826530612	-0.440816327
4.897959184	0.887755102	-0.526530612
4.693877551	0.969387755	-0.6
4.591836735	0.785714286	-0.440816327
5.0	0.93877551	-0.526530612
5.0	0.989795918	-0.53877551
4.591836735	0.785714286	-0.465306122
4.795918367	0.785714286	-0.440816327
5.0	1.0	-0.563265306
5.0	0.948979592	-0.514285714
4.795918367	0.93877551	-0.47755102
4.693877551	0.785714286	-0.465306122
4.693877551	0.948979592	-0.587755102
4.897959184	0.816326531	-0.453061224
4.693877551	0.775510204	-0.440816327
4.795918367	0.806122449	-0.47755102
4.489795918	0.795918367	-0.453061224
4.591836735	0.928571429	-0.47755102
4.489795918	0.836734694	-0.514285714
4.489795918	0.93877551	-0.489795918
5.0	0.918367347	-0.502040816
4.693877551	0.795918367	-0.47755102
4.795918367	0.785714286	-0.453061224
4.693877551	0.93877551	-0.47755102
4.897959184	0.867346939	-0.453061224
4.591836735	0.806122449	-0.489795918
4.693877551	0.928571429	-0.575510204
4.795918367	0.979591837	-0.6
4.897959184	0.826530612	-0.47755102
5.0	0.918367347	-0.514285714
4.897959184	0.928571429	-0.47755102
4.795918367	0.959183673	-0.587755102
5.0	0.928571429	-0.502040816
5.0	0.908163265	-0.502040816
4.489795918	0.846938776	-0.453061224
