U	c1	c2	JFP
4.897959184	0.989795918	-0.551020408	1.461182489
4.591836735	0.93877551	-0.563265306	1.461319551
3.673469388	0.897959184	-0.563265306	1.461510866
4.795918367	0.969387755	-0.514285714	1.462067707
4.693877551	0.887755102	-0.526530612	1.462285641
3.469387755	0.979591837	-0.575510204	1.462996169
4.897959184	0.948979592	-0.526530612	1.463473513
3.673469388	0.959183673	-0.563265306	1.46670614
4.387755102	0.989795918	-0.563265306	1.467024847
3.571428571	0.87755102	-0.563265306	1.467822567
4.795918367	0.887755102	-0.47755102	1.46801326
4.387755102	0.948979592	-0.551020408	1.468251792
4.897959184	0.959183673	-0.53877551	1.468639901
3.673469388	0.897959184	-0.551020408	1.470011985
3.367346939	0.897959184	-0.587755102	1.470077702
4.897959184	0.979591837	-0.551020408	1.470111305
3.571428571	0.989795918	-0.575510204	1.470607289
4.387755102	0.969387755	-0.551020408	1.471157847
4.693877551	0.846938776	-0.489795918	1.472703605
3.775510204	0.948979592	-0.587755102	1.47273629
3.673469388	0.918367347	-0.587755102	1.474566197
3.775510204	0.969387755	-0.575510204	1.476899193
4.591836735	0.908163265	-0.489795918	1.476927861
3.367346939	0.979591837	-0.587755102	1.47700234
3.775510204	0.93877551	-0.575510204	1.479844732
4.693877551	0.948979592	-0.502040816	1.482548607
4.897959184	0.979591837	-0.53877551	1.483125339
4.897959184	0.959183673	-0.526530612	1.486914918
4.489795918	0.87755102	-0.502040816	1.487011731
4.387755102	0.93877551	-0.53877551	1.490381998
3.571428571	0.897959184	-0.587755102	1.490513301
3.469387755	0.87755102	-0.575510204	1.490588108
4.591836735	0.857142857	-0.47755102	1.491160167
4.489795918	0.908163265	-0.53877551	1.492742832
4.489795918	0.93877551	-0.514285714	1.494047862
4.387755102	0.979591837	-0.575510204	1.494512111
4.693877551	0.857142857	-0.502040816	1.494522943
4.591836735	0.867346939	-0.47755102	1.496380468
4.897959184	0.93877551	-0.526530612	1.496792345
4.897959184	1	-0.563265306	1.4970357
3.367346939	0.948979592	-0.575510204	1.498575152
4.489795918	0.908163265	-0.502040816	1.499834246
3.673469388	0.928571429	-0.551020408	1.500296153
3.469387755	0.887755102	-0.587755102	1.500649314
4.387755102	0.959183673	-0.563265306	1.501639379
3.775510204	1	-0.587755102	1.503221978
