U	c1	c2	JFP
1.224489796	0.663265306	-0.526530612	7.32882782
1.12244898	0.683673469	-0.489795918	7.32884574
1.428571429	0.673469388	-0.6	7.328941983
2.142857143	0.887755102	-0.587755102	7.329070375
1.020408163	0.908163265	-0.526530612	7.329103497
1.428571429	0.591836735	-0.587755102	7.329106493
1.224489796	0.846938776	-0.587755102	7.329176677
2.551020408	0.520408163	-0.391836735	7.329232973
0.408163265	0.908163265	-0.587755102	7.329347436
0.714285714	0.948979592	-0.379591837	7.329398239
2.244897959	0.632653061	-0.514285714	7.329533756
3.979591837	0.591836735	-0.269387755	7.32956687
4.387755102	0.704081633	-0.563265306	7.329573746
3.367346939	0.867346939	-0.355102041	7.329574983
2.857142857	0.989795918	-0.453061224	7.329712449
2.346938776	0.857142857	-0.514285714	7.329834028
2.448979592	0.510204082	-0.526530612	7.329893469
2.040816327	0.785714286	-0.6	7.329918179
3.571428571	0.653061224	-0.281632653	7.329960268
1.224489796	0.62244898	-0.514285714	7.330083762
1.020408163	0.816326531	-0.489795918	7.330118845
4.897959184	0.816326531	-0.6	7.33015907
4.897959184	0.571428571	-0.428571429	7.330754545
3.367346939	0.765306122	-0.318367347	7.330832807
0.612244898	0.795918367	-0.269387755	7.330938291
2.346938776	0.775510204	-0.489795918	7.331205489
2.448979592	0.571428571	-0.6	7.331265734
1.020408163	0.93877551	-0.53877551	7.331293984
2.142857143	0.653061224	-0.575510204	7.331315682
2.448979592	0.551020408	-0.428571429	7.3313719
2.551020408	0.581632653	-0.391836735	7.331387037
0.918367347	0.918367347	-0.47755102	7.331390218
3.571428571	0.908163265	-0.367346939	7.331669986
4.591836735	0.510204082	-0.257142857	7.331678893
1.224489796	0.704081633	-0.53877551	7.33183898
0.510204082	0.867346939	-0.330612245	7.332055165
0.510204082	0.755102041	-0.269387755	7.332160504
2.959183673	0.520408163	-0.575510204	7.332236088
0.408163265	0.785714286	-0.502040816	7.332303452
3.571428571	0.520408163	-0.257142857	7.332353145
2.142857143	0.846938776	-0.575510204	7.332428773
5	1	-0.404081633	7.332505774
2.040816327	0.734693878	-0.6	7.332536274
0.408163265	0.857142857	-0.551020408	7.332601497
0.408163265	0.714285714	-0.453061224	7.332657757
1.12244898	0.755102041	-0.514285714	7.332769598
3.06122449	0.908163265	-0.391836735	7.332915273
1.020408163	0.785714286	-0.47755102	7.332987889
0.408163265	0.928571429	-0.6	7.333158445
3.87755102	0.816326531	-0.330612245	7.333188256
2.959183673	0.93877551	-0.416326531	7.333214088
3.775510204	0.520408163	-0.489795918	7.333320206
0.816326531	0.653061224	-0.306122449	7.333373023
3.571428571	0.846938776	-0.342857143	7.33345897
4.387755102	0.551020408	-0.453061224	7.333466495
3.06122449	0.87755102	-0.379591837	7.333666843
0.714285714	0.897959184	-0.355102041	7.33378126
0.816326531	0.826530612	-0.379591837	7.333862397
0.714285714	0.683673469	-0.257142857	7.333946814
5	0.704081633	-0.514285714	7.334005322
4.183673469	0.663265306	-0.281632653	7.334107467
1.428571429	0.602040816	-0.587755102	7.334149743
2.653061224	0.989795918	-0.489795918	7.334252178
2.142857143	0.795918367	-0.563265306	7.334252246
3.979591837	0.744897959	-0.306122449	7.334294195
0.510204082	1	-0.404081633	7.334346428
0.612244898	0.969387755	-0.355102041	7.334366876
2.448979592	0.795918367	-0.465306122	7.334448372
1.326530612	0.612244898	-0.551020408	7.334463475
0.612244898	0.846938776	-0.293877551	7.334504028
2.346938776	0.724489796	-0.47755102	7.334697515
2.346938776	0.540816327	-0.514285714	7.334715931
1.020408163	0.969387755	-0.551020408	7.334745167
0.816326531	0.93877551	-0.428571429	7.334878797
4.489795918	0.734693878	-0.293877551	7.335016882
2.244897959	0.836734694	-0.53877551	7.335175725
0.714285714	0.765306122	-0.293877551	7.33521925
2.040816327	0.795918367	-0.6	7.335331492
1.12244898	0.948979592	-0.587755102	7.335372213
2.755102041	0.602040816	-0.342857143	7.335401625
1.326530612	0.663265306	-0.563265306	7.335600952
1.12244898	0.918367347	-0.575510204	7.335745884
4.285714286	0.795918367	-0.318367347	7.335862696
0.510204082	0.846938776	-0.318367347	7.335864952
3.367346939	0.530612245	-0.551020408	7.335892815
0.408163265	0.806122449	-0.514285714	7.336005121
0.408163265	0.734693878	-0.465306122	7.336154079
0.408163265	0.87755102	-0.563265306	7.336397366
1.12244898	0.979591837	-0.6	7.336559168
4.387755102	0.867346939	-0.342857143	7.337015328
4.897959184	0.959183673	-0.379591837	7.337024818
0.816326531	0.683673469	-0.318367347	7.337098401
1.020408163	0.755102041	-0.465306122	7.337119959
0.510204082	0.979591837	-0.391836735	7.337141733
0.510204082	0.734693878	-0.257142857	7.337172489
0.918367347	0.948979592	-0.489795918	7.337249434
4.081632653	0.785714286	-0.318367347	7.337526928
3.163265306	0.959183673	-0.404081633	7.3375771
1.12244898	0.887755102	-0.563265306	7.337685976
4.183673469	0.602040816	-0.269387755	7.338060542
2.448979592	0.510204082	-0.440816327	7.33806998
4.285714286	0.612244898	-0.269387755	7.338184594
3.265306122	0.5	-0.53877551	7.338300546
4.693877551	0.510204082	-0.257142857	7.338358652
3.775510204	0.816326531	-0.330612245	7.338428435
2.755102041	0.979591837	-0.465306122	7.338502925
2.346938776	0.56122449	-0.47755102	7.338585138
4.795918367	0.673469388	-0.514285714	7.338640754
2.142857143	0.663265306	-0.563265306	7.338820837
2.653061224	0.510204082	-0.563265306	7.338831174
2.142857143	0.928571429	-0.6	7.338861741
1.224489796	0.816326531	-0.575510204	7.338916284
3.775510204	0.602040816	-0.551020408	7.338969351
2.448979592	0.704081633	-0.440816327	7.339035961
2.040816327	0.724489796	-0.6	7.339040945
0.612244898	0.897959184	-0.318367347	7.339063195
1.224489796	0.744897959	-0.551020408	7.339092595
2.346938776	0.540816327	-0.502040816	7.339262551
0.714285714	0.846938776	-0.330612245	7.339350113
2.448979592	0.632653061	-0.428571429	7.339423559
2.244897959	0.87755102	-0.551020408	7.339426094
1.020408163	1	-0.563265306	7.339453115
2.346938776	0.62244898	-0.465306122	7.339633319
0.408163265	0.755102041	-0.47755102	7.339716317
0.408163265	0.826530612	-0.526530612	7.339741323
2.551020408	0.510204082	-0.391836735	7.339783166
0.510204082	0.826530612	-0.306122449	7.339877496
1.428571429	0.683673469	-0.6	7.339911495
2.551020408	0.520408163	-0.563265306	7.339919047
2.244897959	0.602040816	-0.526530612	7.33993672
2.244897959	0.591836735	-0.551020408	7.340043474
0.510204082	0.959183673	-0.379591837	7.340076722
1.428571429	0.612244898	-0.587755102	7.340148275
2.653061224	0.836734694	-0.428571429	7.340150387
4.387755102	0.632653061	-0.514285714	7.340152833
0.408163265	0.897959184	-0.575510204	7.340205258
2.346938776	0.632653061	-0.465306122	7.340244459
2.244897959	0.734693878	-0.514285714	7.340324212
0.612244898	0.724489796	-0.232653061	7.340356844
2.959183673	0.846938776	-0.379591837	7.34041394
2.959183673	0.520408163	-0.293877551	7.340437467
3.367346939	0.581632653	-0.269387755	7.340491319
3.367346939	0.5	-0.257142857	7.340589479
2.346938776	0.959183673	-0.551020408	7.340600271
1.12244898	0.857142857	-0.551020408	7.341196918
0.816326531	0.857142857	-0.391836735	7.341251438
3.163265306	0.510204082	-0.269387755	7.341278264
2.653061224	0.612244898	-0.367346939	7.341302944
0.816326531	0.714285714	-0.330612245	7.341461085
2.346938776	0.612244898	-0.465306122	7.341647223
2.244897959	0.62244898	-0.514285714	7.341736645
2.448979592	0.755102041	-0.453061224	7.341756591
3.469387755	0.530612245	-0.53877551	7.342103678
2.346938776	0.551020408	-0.551020408	7.342333038
0.510204082	0.714285714	-0.244897959	7.342471025
0.612244898	0.775510204	-0.257142857	7.342496005
3.06122449	0.510204082	-0.563265306	7.342506882
1.020408163	0.724489796	-0.453061224	7.342511728
2.551020408	0.591836735	-0.391836735	7.342528814
2.040816327	0.806122449	-0.6	7.342701861
4.795918367	0.540816327	-0.257142857	7.342742425
4.591836735	0.56122449	-0.257142857	7.342818359
2.244897959	0.602040816	-0.587755102	7.342870874
0.714285714	0.979591837	-0.391836735	7.342929251
3.265306122	0.887755102	-0.367346939	7.34294104
2.346938776	0.540816327	-0.526530612	7.342968887
0.510204082	0.93877551	-0.367346939	7.343159912
1.12244898	0.653061224	-0.47755102	7.343232783
1.12244898	0.724489796	-0.502040816	7.343286717
2.448979592	0.540816327	-0.428571429	7.343289533
2.346938776	0.928571429	-0.53877551	7.343320912
0.408163265	0.775510204	-0.489795918	7.343335608
2.857142857	0.806122449	-0.379591837	7.34339015
2.346938776	0.642857143	-0.465306122	7.343469806
0.408163265	0.846938776	-0.53877551	7.343505683
0.714285714	0.714285714	-0.269387755	7.343672275
0.408163265	0.704081633	-0.440816327	7.343937143
0.408163265	0.918367347	-0.587755102	7.344020643
0.918367347	0.979591837	-0.502040816	7.344079021
0.510204082	0.806122449	-0.293877551	7.34410654
2.142857143	0.642857143	-0.587755102	7.344268862
3.265306122	0.581632653	-0.6	7.344409853
3.673469388	0.816326531	-0.330612245	7.344477232
4.183673469	0.969387755	-0.391836735	7.34449829
3.673469388	0.653061224	-0.6	7.344587437
0.612244898	0.948979592	-0.342857143	7.344596381
4.795918367	0.551020408	-0.257142857	7.344663227
0.816326531	0.969387755	-0.440816327	7.344757545
1.326530612	0.755102041	-0.587755102	7.344772843
2.551020408	0.765306122	-0.428571429	7.34494106
3.367346939	0.928571429	-0.379591837	7.344941789
2.346938776	0.989795918	-0.563265306	7.345051635
2.448979592	0.836734694	-0.47755102	7.345085482
2.244897959	0.591836735	-0.563265306	7.345189741
2.142857143	0.642857143	-0.6	7.34524586
2.755102041	0.5	-0.330612245	7.345429603
4.285714286	0.62244898	-0.514285714	7.345477425
2.653061224	0.673469388	-0.379591837	7.345573647
2.244897959	0.795918367	-0.526530612	7.345632165
0.612244898	0.826530612	-0.281632653	7.345662059
2.653061224	0.551020408	-0.6	7.345877062
0.714285714	0.795918367	-0.306122449	7.346054008
5	0.612244898	-0.269387755	7.34605603
3.979591837	0.704081633	-0.293877551	7.346057333
1.326530612	0.714285714	-0.575510204	7.346173526
2.244897959	0.591836735	-0.53877551	7.346277645
1.12244898	0.826530612	-0.53877551	7.346281726
4.897959184	0.602040816	-0.453061224	7.346284067
2.346938776	0.602040816	-0.465306122	7.346294281
3.469387755	0.520408163	-0.257142857	7.346305877
0.510204082	0.918367347	-0.355102041	7.346400484
0.816326531	0.744897959	-0.342857143	7.346472609
0.714285714	0.928571429	-0.367346939	7.34654519
4.489795918	0.530612245	-0.257142857	7.346559916
3.06122449	0.93877551	-0.404081633	7.346617179
3.571428571	0.581632653	-0.563265306	7.346985534
0.408163265	0.795918367	-0.502040816	7.347003787
3.979591837	0.93877551	-0.379591837	7.347028486
2.244897959	0.979591837	-0.587755102	7.347075263
1.428571429	0.62244898	-0.587755102	7.347097528
0.408163265	0.867346939	-0.551020408	7.347292347
4.387755102	0.836734694	-0.330612245	7.347315448
2.959183673	0.551020408	-0.6	7.347357121
0.408163265	0.724489796	-0.453061224	7.347366354
2.040816327	0.714285714	-0.6	7.347546661
0.918367347	0.744897959	-0.404081633	7.34755907
3.469387755	0.989795918	-0.404081633	7.347824101
0.408163265	0.93877551	-0.6	7.347839374
4.897959184	0.816326531	-0.318367347	7.347862265
4.081632653	0.704081633	-0.587755102	7.347954104
4.183673469	0.857142857	-0.342857143	7.347992541
0.918367347	0.714285714	-0.391836735	7.348005931
0.918367347	0.775510204	-0.416326531	7.348058054
0.510204082	0.693877551	-0.232653061	7.348078176
1.326530612	0.795918367	-0.6	7.348380065
3.87755102	0.602040816	-0.53877551	7.348393996
3.673469388	0.93877551	-0.379591837	7.348467505
0.510204082	0.785714286	-0.281632653	7.348567075
3.06122449	0.530612245	-0.281632653	7.348603675
4.489795918	0.520408163	-0.257142857	7.348613668
3.469387755	0.775510204	-0.318367347	7.34883961
1.326530612	0.62244898	-0.551020408	7.348890837
2.755102041	0.663265306	-0.355102041	7.349069327
2.142857143	0.806122449	-0.563265306	7.349076143
2.551020408	0.93877551	-0.489795918	7.349152639
1.020408163	0.693877551	-0.440816327	7.349158498
3.06122449	0.846938776	-0.367346939	7.349176393
2.346938776	0.653061224	-0.465306122	7.349295838
4.795918367	0.704081633	-0.281632653	7.349304474
0.816326531	0.887755102	-0.404081633	7.349330596
3.06122449	0.653061224	-0.306122449	7.349377835
0.918367347	0.683673469	-0.379591837	7.349391064
2.244897959	0.948979592	-0.575510204	7.349398122
3.979591837	0.653061224	-0.563265306	7.349419445
2.755102041	0.826530612	-0.404081633	7.349495124
0.918367347	0.806122449	-0.428571429	7.349509097
3.367346939	0.836734694	-0.342857143	7.349525466
3.87755102	0.744897959	-0.306122449	7.349675061
2.551020408	0.908163265	-0.47755102	7.349789048
4.693877551	0.571428571	-0.257142857	7.349794815
0.510204082	0.897959184	-0.342857143	7.349808349
0.612244898	0.87755102	-0.306122449	7.349830263
4.183673469	0.663265306	-0.551020408	7.349962144
2.448979592	0.5	-0.514285714	7.349991477
1.224489796	0.887755102	-0.6	7.350277954
2.142857143	0.714285714	-0.551020408	7.35039964
1.224489796	0.785714286	-0.563265306	7.350556389
1.224489796	0.632653061	-0.514285714	7.350675549
0.408163265	0.816326531	-0.514285714	7.350713341
0.408163265	0.744897959	-0.465306122	7.350870945
4.081632653	0.632653061	-0.53877551	7.350889138
1.224489796	0.673469388	-0.526530612	7.350910967
3.571428571	0.5	-0.502040816	7.350999338
0.612244898	1	-0.367346939	7.351085815
0.408163265	0.887755102	-0.563265306	7.351095938
3.775510204	0.5	-0.257142857	7.351144838
2.142857143	0.704081633	-0.551020408	7.351167486
3.265306122	0.918367347	-0.379591837	7.351221548
3.775510204	0.93877551	-0.379591837	7.351263146
0.714285714	0.87755102	-0.342857143	7.351365931
2.755102041	0.510204082	-0.330612245	7.351486378
0.918367347	0.653061224	-0.367346939	7.351705458
3.265306122	0.857142857	-0.355102041	7.35171897
4.795918367	0.530612245	-0.257142857	7.351791107
4.693877551	0.704081633	-0.281632653	7.351800023
1.428571429	0.693877551	-0.6	7.351808254
2.142857143	0.724489796	-0.551020408	7.351813605
3.673469388	0.520408163	-0.257142857	7.351824674
0.918367347	0.836734694	-0.440816327	7.351917128
2.551020408	0.806122449	-0.440816327	7.352010498
2.040816327	0.816326531	-0.6	7.352016898
0.816326531	0.775510204	-0.355102041	7.352143011
0.612244898	0.704081633	-0.220408163	7.352497893
1.326530612	0.673469388	-0.563265306	7.352608441
5	0.5	-0.281632653	7.352700089
3.673469388	0.602040816	-0.269387755	7.352935407
1.12244898	0.795918367	-0.526530612	7.352941971
2.448979592	0.642857143	-0.428571429	7.353163331
0.510204082	0.765306122	-0.269387755	7.353275509
2.959183673	0.653061224	-0.318367347	7.353289603
2.346938776	0.897959184	-0.526530612	7.353331224
3.775510204	0.744897959	-0.306122449	7.353361525
2.142857143	0.642857143	-0.575510204	7.353388945
0.510204082	0.87755102	-0.330612245	7.353394222
2.551020408	0.5	-0.391836735	7.353463353
2.346938776	0.591836735	-0.465306122	7.353579857
4.795918367	0.785714286	-0.306122449	7.353685076
0.714285714	0.744897959	-0.281632653	7.353830422
4.489795918	0.540816327	-0.257142857	7.354070769
2.142857143	0.857142857	-0.575510204	7.354072585
2.142857143	0.693877551	-0.551020408	7.354124237
3.163265306	0.642857143	-0.293877551	7.354167702
0.612244898	0.755102041	-0.244897959	7.354220088
0.408163265	0.765306122	-0.47755102	7.354441315
0.408163265	0.836734694	-0.526530612	7.354457352
2.244897959	0.744897959	-0.514285714	7.354466413
2.142857143	0.653061224	-0.563265306	7.354608532
5	0.510204082	-0.355102041	7.354706649
4.285714286	0.673469388	-0.281632653	7.354830495
0.408163265	0.908163265	-0.575510204	7.354911522
0.612244898	0.928571429	-0.330612245	7.354979909
1.428571429	0.632653061	-0.587755102	7.354992599
3.87755102	0.93877551	-0.379591837	7.35502022
5	0.683673469	-0.281632653	7.355039451
0.918367347	0.867346939	-0.453061224	7.355285851
0.816326531	1	-0.453061224	7.35534126
2.142857143	0.897959184	-0.587755102	7.355376133
1.12244898	0.693877551	-0.489795918	7.35538008
1.224489796	0.714285714	-0.53877551	7.355393906
2.142857143	0.734693878	-0.551020408	7.35540041
5	0.602040816	-0.440816327	7.355433462
4.183673469	0.887755102	-0.355102041	7.355453019
4.591836735	0.816326531	-0.318367347	7.355542728
2.653061224	0.765306122	-0.404081633	7.355614876
3.571428571	0.602040816	-0.269387755	7.355774705
4.081632653	0.581632653	-0.502040816	7.35625764
2.244897959	0.612244898	-0.514285714	7.356364305
5	0.520408163	-0.367346939	7.356414608
2.346938776	0.734693878	-0.47755102	7.356482559
2.346938776	0.540816327	-0.489795918	7.356629657
2.551020408	0.602040816	-0.391836735	7.356692887
5	0.530612245	-0.269387755	7.356949542
0.612244898	0.806122449	-0.269387755	7.356981897
1.020408163	0.663265306	-0.428571429	7.357054145
0.510204082	0.857142857	-0.318367347	7.357169708
2.959183673	0.969387755	-0.428571429	7.357205557
1.224489796	0.857142857	-0.587755102	7.357288738
2.448979592	0.93877551	-0.514285714	7.357311076
0.714285714	0.826530612	-0.318367347	7.357346165
4.795918367	0.56122449	-0.257142857	7.357458309
2.551020408	0.969387755	-0.502040816	7.357466848
2.551020408	0.673469388	-0.404081633	7.357629458
2.551020408	0.724489796	-0.416326531	7.357653548
2.346938776	0.663265306	-0.465306122	7.3577064
2.346938776	0.826530612	-0.502040816	7.35782944
3.87755102	0.704081633	-0.293877551	7.357988069
3.673469388	0.744897959	-0.306122449	7.358017908
2.040816327	0.704081633	-0.6	7.358053409
0.408163265	0.785714286	-0.489795918	7.358068619
2.448979592	0.530612245	-0.428571429	7.358091746
0.816326531	0.918367347	-0.416326531	7.358103912
4.693877551	0.653061224	-0.269387755	7.358119984
2.244897959	0.918367347	-0.563265306	7.358176721
0.408163265	0.857142857	-0.53877551	7.358229462
0.510204082	0.744897959	-0.257142857	7.358249862
4.387755102	0.897959184	-0.355102041	7.358447702
4.387755102	0.520408163	-0.428571429	7.3584528
3.775510204	0.704081633	-0.293877551	7.358465595
0.816326531	0.806122449	-0.367346939	7.35848094
3.979591837	0.520408163	-0.465306122	7.358668198
0.408163265	0.714285714	-0.440816327	7.358677924
0.510204082	0.989795918	-0.391836735	7.358689461
0.408163265	0.928571429	-0.587755102	7.35873458
4.387755102	0.581632653	-0.47755102	7.358983909
3.163265306	0.551020408	-0.587755102	7.359144328
3.87755102	0.520408163	-0.47755102	7.359170529
1.12244898	0.62244898	-0.465306122	7.359188263
4.183673469	0.530612245	-0.453061224	7.359252196
2.142857143	0.683673469	-0.551020408	7.35927509
3.775510204	0.551020408	-0.514285714	7.359388474
2.551020408	0.530612245	-0.575510204	7.35939717
4.897959184	0.642857143	-0.269387755	7.3595283
2.551020408	0.87755102	-0.465306122	7.359540745
0.918367347	0.897959184	-0.465306122	7.359617817
4.591836735	0.5	-0.257142857	7.359766556
0.714285714	0.959183673	-0.379591837	7.359791206
3.06122449	0.602040816	-0.293877551	7.359835568
3.673469388	0.704081633	-0.293877551	7.360126502
4.285714286	0.540816327	-0.453061224	7.360254767
4.489795918	0.775510204	-0.306122449	7.360273304
4.489795918	0.510204082	-0.257142857	7.360295552
3.265306122	0.56122449	-0.269387755	7.360566516
1.020408163	0.857142857	-0.502040816	7.360646465
2.653061224	0.724489796	-0.391836735	7.360697448
0.612244898	0.857142857	-0.293877551	7.36075557
1.020408163	0.887755102	-0.514285714	7.360849193
3.163265306	0.806122449	-0.342857143	7.361036381
0.612244898	0.979591837	-0.355102041	7.361092535
2.346938776	0.785714286	-0.489795918	7.361099666
2.755102041	0.520408163	-0.330612245	7.3611071
0.510204082	0.836734694	-0.306122449	7.361147404
2.142857143	0.744897959	-0.551020408	7.361149239
1.12244898	0.765306122	-0.514285714	7.361177737
2.448979592	0.908163265	-0.502040816	7.361232855
2.346938776	0.551020408	-0.47755102	7.361362769
2.857142857	0.581632653	-0.318367347	7.361372831
2.448979592	0.969387755	-0.526530612	7.36145679
3.571428571	0.93877551	-0.379591837	7.361515176
0.510204082	0.969387755	-0.379591837	7.361592624
2.244897959	0.591836735	-0.575510204	7.361655753
1.020408163	0.826530612	-0.489795918	7.361703113
0.408163265	0.806122449	-0.502040816	7.361744709
0.408163265	0.87755102	-0.551020408	7.362023825
0.408163265	0.734693878	-0.453061224	7.362115498
4.693877551	0.785714286	-0.306122449	7.362122052
1.020408163	0.918367347	-0.526530612	7.362310512
0.408163265	0.948979592	-0.6	7.362560973
0.714285714	0.693877551	-0.257142857	7.362603419
3.265306122	0.714285714	-0.306122449	7.362787508
4.693877551	0.56122449	-0.440816327	7.362885869
4.591836735	0.908163265	-0.355102041	7.362916378
3.06122449	0.540816327	-0.587755102	7.362935099
0.816326531	0.663265306	-0.306122449	7.363254843
2.040816327	0.826530612	-0.6	7.363262776
2.346938776	0.581632653	-0.465306122	7.363506555
0.510204082	0.724489796	-0.244897959	7.363510001
1.428571429	0.642857143	-0.587755102	7.363828254
0.714285714	0.908163265	-0.355102041	7.363855649
2.244897959	0.591836735	-0.526530612	7.363901236
2.346938776	0.540816327	-0.53877551	7.363934914
1.020408163	0.795918367	-0.47755102	7.364018701
1.326530612	0.632653061	-0.551020408	7.364093358
1.224489796	0.755102041	-0.551020408	7.364097337
2.244897959	0.846938776	-0.53877551	7.364219174
0.714285714	0.775510204	-0.293877551	7.364429627
4.795918367	0.653061224	-0.269387755	7.364469636
1.428571429	0.704081633	-0.6	7.364625624
0.510204082	0.948979592	-0.367346939	7.364643584
4.183673469	0.56122449	-0.47755102	7.36473286
0.612244898	0.683673469	-0.208163265	7.364815509
4.387755102	0.683673469	-0.281632653	7.364892907
0.918367347	0.928571429	-0.47755102	7.364914477
3.265306122	0.530612245	-0.563265306	7.364994243
1.020408163	0.948979592	-0.53877551	7.365028466
0.510204082	0.816326531	-0.293877551	7.365341015
0.408163265	0.826530612	-0.514285714	7.365462086
0.816326531	0.836734694	-0.379591837	7.36549375
0.612244898	0.908163265	-0.318367347	7.365518664
0.408163265	0.755102041	-0.465306122	7.365628296
1.326530612	0.724489796	-0.575510204	7.365717268
0.408163265	0.897959184	-0.563265306	7.365835077
2.142857143	0.816326531	-0.563265306	7.365993713
1.326530612	0.765306122	-0.587755102	7.366074819
0.612244898	0.734693878	-0.232653061	7.366113224
3.571428571	0.816326531	-0.330612245	7.366127301
1.224489796	0.826530612	-0.575510204	7.366190716
1.020408163	0.632653061	-0.416326531	7.366191071
4.183673469	0.755102041	-0.306122449	7.366374552
2.755102041	0.755102041	-0.379591837	7.366377192
2.142857143	0.673469388	-0.551020408	7.366623338
3.979591837	0.551020408	-0.489795918	7.366717328
2.857142857	0.530612245	-0.587755102	7.366809948
2.448979592	0.5	-0.440816327	7.36694017
3.775510204	0.602040816	-0.269387755	7.367021653
3.775510204	0.510204082	-0.257142857	7.367083415
2.448979592	0.714285714	-0.440816327	7.367194523
2.959183673	0.530612245	-0.293877551	7.367231925
0.816326531	0.693877551	-0.318367347	7.367304225
0.816326531	0.948979592	-0.428571429	7.367574427
1.020408163	0.765306122	-0.465306122	7.367591525
5	0.571428571	-0.416326531	7.367691806
0.510204082	0.928571429	-0.355102041	7.367851498
2.959183673	0.602040816	-0.306122449	7.367884393
3.571428571	0.530612245	-0.257142857	7.367916745
1.12244898	0.928571429	-0.575510204	7.368001012
1.12244898	0.959183673	-0.587755102	7.368287099
0.612244898	0.785714286	-0.257142857	7.368465488
4.591836735	0.704081633	-0.551020408	7.368499575
2.346938776	0.673469388	-0.465306122	7.36868277
3.265306122	0.62244898	-0.281632653	7.368865139
4.183673469	0.714285714	-0.293877551	7.368963281
1.020408163	0.979591837	-0.551020408	7.368999971
1.12244898	0.663265306	-0.47755102	7.369044629
2.142857143	0.755102041	-0.551020408	7.369047462
3.571428571	0.632653061	-0.6	7.369076953
0.510204082	0.704081633	-0.232653061	7.369077932
0.714285714	0.857142857	-0.330612245	7.369101115
4.795918367	0.744897959	-0.563265306	7.369170652
0.408163265	0.775510204	-0.47755102	7.369206738
0.408163265	0.846938776	-0.526530612	7.369213847
1.12244898	0.897959184	-0.563265306	7.369273351
2.244897959	0.806122449	-0.526530612	7.369553076
4.183673469	0.826530612	-0.330612245	7.369579305
0.408163265	0.918367347	-0.575510204	7.369658294
2.448979592	0.653061224	-0.428571429	7.369661601
2.142857143	0.93877551	-0.6	7.369741167
0.510204082	0.795918367	-0.281632653	7.369765495
2.653061224	0.62244898	-0.367346939	7.369888922
2.959183673	0.816326531	-0.367346939	7.370077059
0.408163265	0.704081633	-0.428571429	7.370098596
1.12244898	0.989795918	-0.6	7.370125427
2.857142857	0.642857143	-0.330612245	7.370224635
2.755102041	0.612244898	-0.342857143	7.370336326
1.326530612	0.683673469	-0.563265306	7.37037408
2.755102041	0.714285714	-0.367346939	7.370468416
2.040816327	0.693877551	-0.6	7.370559603
2.346938776	0.867346939	-0.514285714	7.370727239
2.755102041	0.530612245	-0.587755102	7.370791558
2.244897959	0.755102041	-0.514285714	7.370915254
3.367346939	0.510204082	-0.257142857	7.370972929
2.346938776	0.571428571	-0.587755102	7.370978987
1.12244898	0.734693878	-0.502040816	7.370987589
4.489795918	0.551020408	-0.257142857	7.371046793
0.918367347	0.959183673	-0.489795918	7.371176246
0.510204082	0.908163265	-0.342857143	7.37122625
0.612244898	0.959183673	-0.342857143	7.371251763
1.326530612	0.806122449	-0.6	7.371416976
0.612244898	0.836734694	-0.281632653	7.371840633
4.795918367	0.520408163	-0.257142857	7.371856954
3.775510204	0.653061224	-0.587755102	7.371876447
1.224489796	0.642857143	-0.514285714	7.371879978
0.816326531	0.724489796	-0.330612245	7.371987474
2.653061224	0.806122449	-0.416326531	7.372056061
1.12244898	0.867346939	-0.551020408	7.372108949
4.897959184	0.908163265	-0.355102041	7.372111877
2.346938776	0.581632653	-0.6	7.3722738
1.020408163	0.734693878	-0.453061224	7.372418567
0.714285714	0.724489796	-0.269387755	7.372547527
2.142857143	0.642857143	-0.563265306	7.372600309
2.142857143	0.632653061	-0.587755102	7.372621607
3.469387755	0.87755102	-0.355102041	7.372729901
0.408163265	0.795918367	-0.489795918	7.372841994
0.408163265	0.867346939	-0.53877551	7.372993645
4.897959184	0.704081633	-0.526530612	7.373058805
0.816326531	0.867346939	-0.391836735	7.37318758
2.448979592	0.87755102	-0.489795918	7.373354409
2.244897959	0.602040816	-0.514285714	7.373411686
4.693877551	0.5	-0.257142857	7.373425905
0.408163265	0.724489796	-0.440816327	7.373459028
0.408163265	0.93877551	-0.587755102	7.373488965
2.244897959	0.887755102	-0.551020408	7.373495679
2.448979592	1	-0.53877551	7.373511623
0.714285714	0.989795918	-0.391836735	7.373520906
3.163265306	0.520408163	-0.269387755	7.373529318
3.571428571	0.530612245	-0.526530612	7.373561054
1.224489796	0.683673469	-0.526530612	7.373595216
1.428571429	0.653061224	-0.587755102	7.373598932
2.653061224	0.520408163	-0.575510204	7.373620576
3.469387755	0.653061224	-0.281632653	7.373810475
2.551020408	0.612244898	-0.391836735	7.373849372
3.163265306	0.591836735	-0.281632653	7.373903015
2.755102041	0.530612245	-0.330612245	7.374261849
3.06122449	0.969387755	-0.416326531	7.374383299
1.224489796	0.602040816	-0.502040816	7.374413635
0.510204082	0.775510204	-0.269387755	7.374437209
3.979591837	0.785714286	-0.318367347	7.374534313
2.551020408	1	-0.514285714	7.374535059
2.653061224	0.510204082	-0.355102041	7.374671312
2.346938776	0.56122449	-0.575510204	7.374684106
4.591836735	0.571428571	-0.257142857	7.374767105
0.510204082	0.887755102	-0.330612245	7.374778527
2.857142857	0.5	-0.563265306	7.375004457
3.265306122	0.755102041	-0.318367347	7.375254488
2.857142857	0.734693878	-0.355102041	7.375318043
2.244897959	0.581632653	-0.551020408	7.375444698
